disasterNumber,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,totalObligatedAmountHmgp,paLoadDate,iaLoadDate
4421,15339113.18,13557850.66,1781262.52,170697191.17,23948301.34,133814318.91,34689013.04,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4516,6464075.25,,6464075.25,324347047.68,316447588.34,,8353416.93,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4829,333421145.35,90951294.23,242469851.12,356650278.61,315975714.58,34922270.47,1761409.13,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1931,10259307.7,8273536.99,1985770.71,19746564.26,11650760.51,7391922.75,2695875.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4145,61848927.77,56909350.93,4939576.84,371011805.11,50403991.23,308568334.62,57121301.29,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4498,23871041.59,,23871041.59,1830917271.08,1816683276.44,,11348704.12,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4291,10195614.19,8240163.88,1955450.31,16772599.44,9089781.06,7226920.83,2704954.48,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4290,2598417.07,2411058.28,187358.79,7109979.59,1033298.56,5855661.82,877789.96,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4240,12733883.73,8548934.33,4184949.4,221777275.5,208131537.02,4260880.39,59256274.44,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1975,24279487.62,20707889.78,3571597.84,49985260.71,8202123.79,40039946.92,8857972.23,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4028,5559369.2,5303982.24,255386.96,30463593.38,7974821.48,22317028.9,5152535.93,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4476,2930471.37,2217489.44,712981.93,84286138.2,28378795.22,53705012.51,1910647.69,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1659,1734450.72,1077205.11,657245.61,32673168.62,5635097.89,26358472.57,37359.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1702,6932866.4,6347786.57,585079.83,6226611.95,455841.49,5722423.08,2021318.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1749,13924227.09,12299985.24,1624241.85,26045574.54,2638236.4,22891794.14,7387525.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1473,9679012.66,4961914.5,4717098.16,1509996.41,144601.1,1291674.65,895330.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1458,2242480.28,1213932.96,1028547.32,13709082.34,9032940.4,4639768.12,750602.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1442,3306085.11,1546858.08,1759227.03,12603404.04,11477322.11,1095358.52,2304130.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1670,2979765.22,2744484.82,235280.4,30215066.75,1842018.13,24695916.93,0.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4357,20543787.44,13584223.45,6959563.99,10690516.13,2356522.27,7193623.74,886778.46,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4804,3705725.7,2568975.94,1136749.76,26133681.26,12799385.98,11836452.97,82166.75,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4860,73300396.09,54076507.35,19223888.74,73011639.9,8139594.95,62721625.49,839227.83,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4776,10930788.8,7383303.65,3547485.15,31330687.03,13483706.97,16270265.12,1696122.64,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4810,14386642.93,10775321.35,3611321.58,58387188.76,2185917.28,52390326.88,204406.37,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4536,7210690.02,6008813.92,1201876.1,34902489.74,22726726.98,10529140.57,2045861.15,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4489,134489301.63,,134489301.63,2177162716.5,2146250771.24,,25061485.86,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4013,4310797.51,4180886.62,129910.89,62808331.04,39653114.37,22791728.5,14976650.61,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1831,3220613.51,2916598.19,304015.32,30341897.73,2877347.78,27051645.87,6984586.55,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4488,115181643.11,,115181643.11,2989876601.12,2782973280.87,,104786366.05,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4518,33733377.59,,33733377.59,247099273.15,243635968.38,,3397744.32,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1991,15324105.42,14279071.76,1045033.66,13938556.78,7937513.38,5705862.98,1529021.39,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4331,2770197.73,2279644.59,490553.14,11322366.88,1413575.71,9800840.5,1671017.56,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4629,8908167.94,8401830.24,506337.7,13249966.82,1198997.51,11364567.17,2646612.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1857,4626437.19,4297309.99,329127.2,41582963.17,5359964.73,32175398.55,1007258.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4618,128700922.12,99958994.34,28741927.78,108345681.13,19255005.08,83920040.85,35650550.07,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1573,12352135.45,5247474.19,7104661.26,18239754.03,9750089.85,8557703.26,2364984.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1486,1792438.3,1551072.1,241366.2,23721241.42,1428016.65,21731225.98,1453627.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4541,1867604.07,1535767.08,331836.99,90995727.25,18578510.29,71100407.04,8225688.2,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4609,8138893.57,6301770.25,1837123.32,46809709.83,20004142.66,25705721.71,7132437.19,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4510,3548305.86,,3548305.86,311240877.82,301265341.76,,5206061.95,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4513,562816.99,,562816.99,139239051.57,134216881.61,,5001076.13,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4821,10834755.48,5617001.57,5217753.91,38168735.75,7843695.34,27303657.33,82826.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4886,9266283.15,6536882.65,2729400.5,9120196.54,5410845.96,3498990.98,0.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4856,175082133.53,74480192.77,100601940.76,36601612.67,7278637.0,23833000.42,0.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4031,55138473.82,49047945.56,6090528.26,320422176.95,39203988.26,276323764.39,26418205.34,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4245,18608796.05,14700160.84,3908635.21,42026629.46,4056497.34,36009956.91,7628801.58,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4499,10544220.92,,10544220.92,1836028982.58,1813917760.96,,12400105.73,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4353,5087697.22,4189991.4,897705.82,282218836.41,255419650.53,16787946.07,39166601.49,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4400,12581999.88,9877847.92,2704151.96,139377298.87,62864035.14,65663700.98,45327867.57,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1484,74778371.61,36715451.25,38062920.36,10875976.79,1583993.66,9322353.13,4328378.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1500,21655767.21,15159911.68,6495855.53,15753907.55,1906302.94,13828190.18,2546890.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4022,23207247.52,21623111.95,1584135.57,216779434.4,34683727.73,175197818.53,25002992.05,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1623,2170143.29,1248362.22,921781.07,9864252.61,9376912.47,267274.61,1519690.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1558,19308118.5,11920902.36,7387216.14,16023728.24,5990835.26,10181058.1,2245014.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4283,21105530.96,17967178.06,3138352.9,401858870.05,252669708.73,128606268.52,39380766.14,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4698,9847642.65,5494174.2,4353468.45,105865049.23,55425155.49,46993353.48,108750.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4344,17990768.82,11058737.64,6932031.18,487666392.2,437225380.97,43315345.23,174644838.77,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1522,19563069.34,14778111.19,4784958.15,9399463.79,3266574.69,6192032.93,2008314.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4504,29903984.11,,29903984.11,523998656.28,518426450.47,,7470084.43,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4701,3704826.8,2915676.7,789150.1,46441445.1,10754290.38,34459727.99,0.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4675,38434.87,32834.87,5600.0,2013608.96,1781233.9,232375.06,0.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4796,69542602.34,48032034.28,21510568.06,108661606.8,49396698.57,55566821.14,3500179.98,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4778,1002445.94,506920.76,495525.18,8158156.2,1173660.04,6576348.17,992847.4,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4818,1251037.88,777293.33,473744.55,14231000.38,110190.97,13326707.13,0.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4496,70490903.42,,70490903.42,3322477708.9,3127421479.81,,70481752.91,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4223,57468972.87,45122275.07,12346697.8,156308394.65,32700357.34,112789226.21,26286917.39,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4586,202942853.81,182111272.91,20831580.9,109971482.08,58571394.82,41667263.05,37714508.69,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4480,257591257.46,,257591257.46,17728077650.24,16912672872.89,,195649009.57,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4595,10038254.14,8551668.81,1486585.33,92120930.65,3731968.22,78319141.21,9641547.81,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1751,11670465.18,10030933.28,1639531.9,39745530.51,3673107.95,35711732.95,7267526.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4671,649140075.65,73602527.7,575537547.95,1798504297.95,426705044.62,1269214015.38,30714718.05,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4284,6611177.87,5306453.19,1304724.68,93102666.38,74263812.09,15956921.29,14964791.25,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1916,1320029.19,843762.76,476266.43,7246904.42,963871.16,5983741.49,1308289.37,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1843,5852701.19,2696850.42,3155850.77,19558149.68,4738750.9,14060646.74,3479110.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1904,5283702.22,4941144.26,342557.96,9398848.44,3791545.17,5289868.47,683397.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4610,4948930.85,3514608.09,1434322.76,306487220.1,266603789.21,16841389.66,25155685.81,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1635,2611696.48,1480688.19,1131008.29,16319372.8,5473768.33,10809863.84,3075208.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4086,421687505.7,364811334.83,56876170.87,2458341227.89,731711380.56,1661890760.76,278962179.58,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1917,2733258.17,2425506.08,307752.09,6414974.86,2463004.33,3831516.83,2081508.77,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1609,342239388.43,150773551.02,191465837.41,1487640335.42,984933899.61,472055479.58,146249079.21,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1523,21878709.14,14568555.25,7310153.89,17498353.8,1933408.39,15543366.98,1007424.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4116,169205736.75,147019451.18,22186285.57,32577023.15,8789924.66,22557865.49,25071728.27,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4332,1656932722.84,1243287192.54,413645530.3,2973107763.04,1302784103.51,1404273669.01,542249009.68,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4057,10409047.22,8338020.41,2071026.81,14924163.49,8524322.9,6022595.23,3068640.41,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1785,19216129.55,17095730.28,2120399.27,98506316.9,40325973.33,54851315.87,15748405.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1855,17693443.86,12307674.68,5385769.18,5883928.99,691116.89,4513565.65,4072594.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4590,8208404.49,6773869.08,1434535.41,37057709.71,22344903.79,10870501.23,6112058.39,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4573,30416884.58,20948170.93,9468713.65,61108763.0,41845287.81,16811167.74,2259106.52,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4564,37688066.27,29679108.25,8008958.02,211428078.62,113031720.41,86366623.83,31899651.26,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4429,1682322.34,1363685.52,318636.82,28255666.92,2635848.36,24470397.6,4333133.22,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4001,1428515.82,1294869.53,133646.29,10545798.69,300886.0,10137191.9,561231.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4058,1727998.34,1351977.81,376020.53,4896874.71,2736682.82,2000834.89,533707.11,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4533,1832255.62,,1832255.62,494785995.36,459140639.28,,3199216.74,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1643,8999191.49,8194081.13,805110.36,14406821.44,3129951.94,11388030.49,1662883.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4525,16031945.25,,16031945.25,442766860.38,438703370.69,,21897519.19,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4527,10015873.13,,10015873.13,39630885.2,39511185.57,,3064508.56,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1679,3655288.86,3024688.43,630600.43,10278159.2,7638572.95,2374495.13,2327370.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1499,2735259.91,1660130.53,1075129.38,9125551.24,1569833.28,6580370.83,507031.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4764,5328308.23,5132377.37,195930.86,49588202.89,5442937.53,42885950.23,2035887.69,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4898,21771151.38,4298762.68,17472388.7,4504953.01,4428278.47,76447.74,0.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4798,935205589.34,208307301.24,726898288.1,252623743.49,181609965.81,51720134.34,476569.12,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4758,27820961.07,23486488.63,4334472.44,,,,151570.95,,2026-05-08T00:00:00.000Z
5612,,,,,,,0.0,,
4377,30651039.6,24178944.62,6472094.98,,,,3092758.13,,2026-05-08T00:00:00.000Z
4326,5217208.76,4668384.17,548824.59,,,,463702.36,,2026-05-08T00:00:00.000Z
4078,7115053.78,6471155.03,643898.75,,,,601235.07,,2026-05-08T00:00:00.000Z
1732,4922508.64,4122801.46,799707.18,,,,802654.0,,2026-05-08T00:00:00.000Z
4892,208504825.92,120884208.56,87620617.36,,,,0.0,,2026-05-08T00:00:00.000Z
1588,2514186.68,1782783.76,731402.92,,,,125025.0,,2026-05-08T00:00:00.000Z
5599,,,,,,,0.0,,
4757,439588177.69,393550920.84,46037256.85,,,,6483236.6,,2026-05-08T00:00:00.000Z
4466,69599384.85,57691078.98,11908305.87,,,,4342787.18,,2026-05-08T00:00:00.000Z
1552,416500859.48,118993520.93,297507338.55,41301481.72,24776802.29,15039652.6,7475103.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4734,85089671.3,58436576.7,26653094.6,426309829.95,368798015.92,33667685.82,45646235.7,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1998,4820193.95,4623721.37,196472.58,46273268.6,20179914.61,24584420.05,10962304.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4492,75474203.23,,75474203.23,628211306.69,620346237.33,,7036007.21,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4226,1157319.71,1046550.88,110768.83,11190670.99,1245384.16,9552850.83,2004634.04,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4293,3433359.29,1663176.79,1770182.5,3678756.29,3657019.59,,223190.28,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4706,3047242.46,2682178.96,365063.5,18351311.74,6727925.17,10051349.4,1962062.6,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
5552,,,,,,,0.0,,
5553,,,,,,,0.0,,
4872,2881467.6,2314092.13,567375.47,9904860.84,1263761.93,7702646.04,0.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4827,564912921.06,292025624.99,272887296.07,1882822576.32,1060024988.31,782182412.09,152723388.22,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4861,41537539.99,31518226.76,10019313.23,31119786.29,5296435.28,24173026.17,0.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4893,46617225.54,9171662.68,37445562.86,5042157.76,4942563.26,,0.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4393,133951635.57,110195025.24,23756610.33,789484456.63,352888667.92,360421896.08,113349206.95,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1780,34868169.3,29354250.25,5513919.05,66192238.19,41312387.2,22862265.3,14538117.54,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4506,174567579.12,,174567579.12,1736618181.96,1726981059.21,,52435378.63,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4272,40647560.21,34026997.09,6620563.12,60255516.56,11809870.54,44027622.82,7959685.03,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4451,7477718.54,6244990.15,1232728.39,77027448.66,17992463.69,51773552.14,28911129.82,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1795,36905735.96,31083614.42,5822121.54,25003384.15,14164269.43,9883034.52,3249259.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4239,5516103.42,4868940.89,647162.53,9686344.03,542120.33,8789818.7,1790609.67,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4530,48486066.85,,48486066.85,268118827.18,253146626.19,,8698482.35,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1731,14938068.56,10900944.96,4037123.6,139746763.82,129969609.41,6686179.13,39873509.62,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1770,1560229.95,1320958.06,239271.89,36258650.19,3260544.36,32835593.41,2865034.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4495,145840.82,,145840.82,41495038.48,37642377.22,,327366.31,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4684,9481575.14,7822445.78,1659129.36,16396913.21,12449983.76,2726159.66,108000.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4089,421340.81,378748.8,42592.01,8734303.07,4789849.95,3621726.12,1213946.54,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4606,14032804.41,11176256.29,2856548.12,11819404.91,7994241.32,2861887.57,918392.52,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4707,2065723.13,1985662.49,80060.64,701290.11,237684.57,412996.97,0.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1487,8231038.84,6576154.9,1654883.94,,,,697502.0,,2026-05-08T00:00:00.000Z
1566,7240598.76,5778026.85,1462571.91,,,,213494.0,,2026-05-08T00:00:00.000Z
4300,3006480.74,2381737.69,624743.05,,,,47212.4,,2026-05-08T00:00:00.000Z
4632,2123079.89,1974704.66,148375.23,,,,19449.12,,2026-05-08T00:00:00.000Z
4906,4593847.38,2141007.14,2452840.24,,,,0.0,,2026-05-08T00:00:00.000Z
1555,3439214.02,2499993.13,939220.89,,,,154339.0,,2026-05-08T00:00:00.000Z
4753,3359408.37,3204310.96,155097.41,,,,375747.72,,2026-05-08T00:00:00.000Z
4847,18832781.77,17106352.43,1726429.34,,,,0.0,,2026-05-08T00:00:00.000Z
1570,2275380.47,1479351.47,796029.0,,,,165776.0,,2026-05-08T00:00:00.000Z
1538,9961967.69,7947412.69,2014555.0,,,,741434.0,,2026-05-08T00:00:00.000Z
1832,2961606.39,2685781.9,275824.49,,,,208629.0,,2026-05-08T00:00:00.000Z
1724,5101498.73,4314722.41,786776.32,,,,243792.0,,2026-05-08T00:00:00.000Z
1444,579893.02,297240.48,282652.54,,,,140456.0,,2026-05-08T00:00:00.000Z
1617,459715.15,229744.12,229971.03,,,,46967.0,,2026-05-08T00:00:00.000Z
4040,1335491.28,511993.98,823497.3,,,,86362.0,,2026-05-08T00:00:00.000Z
5447,,,,,,,1155477.99,,
4790,36677751.58,25010588.18,11667163.4,,,,895042.95,,2026-05-08T00:00:00.000Z
4454,12935602.31,11071633.14,1863969.17,,,,586757.24,,2026-05-08T00:00:00.000Z
4871,108669075.89,69389363.12,39279712.77,,,,0.0,,2026-05-08T00:00:00.000Z
4237,439284.08,220241.9,219042.18,,,,474007.95,,2026-05-08T00:00:00.000Z
1762,419744.26,172931.52,246812.74,,,,182642.0,,2026-05-08T00:00:00.000Z
1497,1009837.0,635579.11,374257.89,,,,0.0,,2026-05-08T00:00:00.000Z
1460,14538920.62,3835447.42,10703473.2,,,,423565.0,,2026-05-08T00:00:00.000Z
1526,6568870.2,5100075.05,1468795.15,10868369.16,1734839.25,9087357.76,1322215.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1582,2507569.84,1151270.77,1356299.07,5665226.65,673982.56,4624684.39,462000.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1758,2474245.11,2107834.16,366410.95,2676958.28,1231171.54,1431427.8,587931.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4596,2526330.21,2157606.15,368724.06,12361109.23,7664281.26,3947823.09,142037.82,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4295,3338999.67,2421481.31,917518.36,10864850.29,6674629.65,3892371.64,1818454.58,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1791,531895066.34,412587878.82,119307187.52,2226431971.24,1313240844.26,835270942.98,383916059.77,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1551,164517307.53,77889008.09,86628299.44,694779708.94,343273737.11,345029136.25,80168489.91,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1565,1612140.93,1228390.3,383750.63,11575109.97,746267.96,9612411.85,700048.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1766,56449366.63,47181025.55,9268341.08,100905332.7,22002694.42,75422616.55,18074955.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
3632,,,,,,,,,
1897,16839844.02,15323835.76,1516008.26,31525292.67,17244437.8,13437260.92,8070040.93,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4559,242713285.46,172733067.67,69980217.79,3166211109.1,1474956114.35,1565565665.11,166884956.1,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4407,91005713.68,59179529.29,31826184.39,1970037710.05,1720760784.79,136775285.5,180599449.35,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4524,43627092.61,,43627092.61,639774194.02,626313503.44,,8624629.49,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4059,2455408.1,2267219.55,188188.55,6904030.53,1196316.38,5662210.15,915156.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1466,50014084.62,22764616.08,27249468.54,12587894.04,1980409.16,10416249.31,3112794.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1653,542186.19,431234.49,110951.7,2262523.33,2169929.36,,52500.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4447,5078955.35,3733446.17,1345509.18,10839644.55,9670789.12,713193.0,3546845.84,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4087,15411911.44,14281595.2,1130316.24,59129648.79,38047901.18,18941409.61,9402903.16,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4730,3489813.15,870851.31,2618961.84,17323178.11,364932.46,15817455.99,369213.11,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1462,2518800.62,1530744.62,988056.0,6146361.95,1469244.43,4615802.99,928244.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4874,52382824.48,39546392.65,12836431.83,28737155.16,12778328.68,15125724.05,0.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4364,723486.85,399313.66,324173.19,,,,26462.05,,2026-05-08T00:00:00.000Z
4649,1570718.45,906408.7,664309.75,,,,0.0,,2026-05-08T00:00:00.000Z
4571,346304.76,186566.04,159738.72,,,,0.0,,2026-05-08T00:00:00.000Z
4910,4511661.96,436230.58,4075431.38,,,,0.0,,2026-05-08T00:00:00.000Z
1760,1642832.66,1291904.6,350928.06,,,,196919.0,,2026-05-08T00:00:00.000Z
4782,3946411.84,2991260.24,955151.6,,,,364289.99,,2026-05-08T00:00:00.000Z
4780,7670256.32,5078810.62,2591445.7,,,,284799.75,,2026-05-08T00:00:00.000Z
4052,942962.56,772152.24,170810.32,,,,146221.0,,2026-05-08T00:00:00.000Z
1685,862378.0,699848.72,162529.28,,,,0.0,,2026-05-08T00:00:00.000Z
1722,1658875.8,1436946.52,221929.28,,,,159288.0,,2026-05-08T00:00:00.000Z
1478,1980992.81,1468511.02,512481.79,,,,32689.0,,2026-05-08T00:00:00.000Z
1730,4461751.16,3627169.48,834581.68,,,,454660.0,,2026-05-08T00:00:00.000Z
4749,63881804.58,57081216.63,6800587.95,,,,151140.15,,2026-05-08T00:00:00.000Z
1690,916208.97,706944.53,209264.44,,,,0.0,,2026-05-08T00:00:00.000Z
4851,3670321.72,2585594.5,1084727.22,,,,0.0,,2026-05-08T00:00:00.000Z
4763,76979.77,49058.23,27921.54,,,,0.0,,2026-05-08T00:00:00.000Z
1512,2728345.06,2479114.65,249230.41,,,,8570.0,,2026-05-08T00:00:00.000Z
4060,1042290.55,810073.94,232216.61,,,,0.0,,2026-05-08T00:00:00.000Z
1637,215839.32,170580.92,45258.4,,,,127894.0,,2026-05-08T00:00:00.000Z
1697,4865458.46,4068758.21,796700.25,,,,1638715.0,,2026-05-08T00:00:00.000Z
1470,740552.45,390852.02,349700.43,,,,0.0,,2026-05-08T00:00:00.000Z
